Time stamp,System power generated | (kW),Wind speed | (m/s),Wind direction | (deg),Pressure | (atm),Air temperature | ('C)
"Sep 28, 02:00 pm",138.708,4.538,324,0.987643,25.163
"Sep 28, 03:00 pm",144.278,4.587,329,0.987643,25.663
"Sep 28, 04:00 pm",62.1352,3.826,346,0.98478,25.863
"Sep 28, 05:00 pm",11.2665,3.193,337,0.985076,25.963
"Sep 28, 06:00 pm",44.0221,3.599,34,0.985273,25.613
"Sep 28, 07:00 pm",77.524,4.014,44,0.985373,25.263
"Sep 28, 08:00 pm",136.738,4.518,65,0.989321,24.963
"Sep 28, 09:00 pm",0,1.186,67,0.985866,24.963
"Sep 28, 10:00 pm",0,2.57,351,0.986853,25.063
"Sep 28, 11:00 pm",0,2.264,352,0.990308,24.763
"Sep 29, 12:00 am",0,2.659,348,0.989716,24.463
"Sep 29, 01:00 am",52.1305,3.688,352,0.990309,24.263
"Sep 29, 02:00 am",127.396,4.439,350,0.987446,24.163
"Sep 29, 03:00 am",142.557,4.567,346,0.98567,23.963
"Sep 29, 04:00 am",251.644,5.358,350,0.985176,23.963
"Sep 29, 05:00 am",221.356,5.18,353,0.985176,23.863
"Sep 29, 06:00 am",57.4978,3.757,352,0.98488,23.213
"Sep 29, 07:00 am",0,2.333,5,0.984585,22.563
"Sep 29, 08:00 am",0,1.592,27,0.984979,23.263
"Sep 29, 09:00 am",0,0.405,23,0.985274,24.263
"Sep 29, 10:00 am",0,0.712,18,0.98478,25.463
"Sep 29, 11:00 am",0,0.198,360,0.989321,26.463
"Sep 29, 12:00 pm",0,0.86,82,0.987148,27.163
"Sep 29, 01:00 pm",0,0.455,167,0.986259,27.763
"Sep 29, 02:00 pm",0,1.058,157,0.983889,27.963
"Sep 29, 03:00 pm",0,1.097,193,0.984778,28.063
"Sep 29, 04:00 pm",0,1.829,192,0.983396,27.963
"Sep 29, 05:00 pm",0,2.205,198,0.982113,27.763
"Sep 29, 06:00 pm",0,3.005,163,0.983001,27.363
"Sep 29, 07:00 pm",59.2696,3.796,166,0.983989,26.963
"Sep 29, 08:00 pm",33.4736,3.47,154,0.986852,26.663
"Sep 29, 09:00 pm",71.7895,3.945,181,0.987938,26.563
"Sep 29, 10:00 pm",33.3153,3.47,193,0.984187,26.363
"Sep 29, 11:00 pm",0,2.877,199,0.987444,26.263
"Sep 30, 12:00 am",26.6402,3.381,184,0.988334,26.063
"Sep 30, 01:00 am",63.3297,3.836,212,0.988531,25.863
"Sep 30, 02:00 am",80.7903,4.053,226,0.987544,25.563
"Sep 30, 03:00 am",176.327,4.854,238,0.987347,25.363
"Sep 30, 04:00 am",164.742,4.755,265,0.98636,24.763
"Sep 30, 05:00 am",238.322,5.279,296,0.986065,23.963
"Sep 30, 06:00 am",184.161,4.913,319,0.985867,23.763
"Sep 30, 07:00 am",141.741,4.558,327,0.985769,23.563
"Sep 30, 08:00 am",81.5261,4.053,355,0.987249,23.463
"Sep 30, 09:00 am",153.851,4.656,341,0.990605,24.563
"Sep 30, 10:00 am",379.867,6.11,353,0.990406,25.963
"Sep 30, 11:00 am",235.407,5.269,3,0.991985,26.963
"Sep 30, 12:00 pm",179.258,4.884,23,0.991096,27.663
"Sep 30, 01:00 pm",194.584,5.012,49,0.991886,27.763
"Sep 30, 02:00 pm",346.531,5.932,68,0.988727,27.363
"Sep 30, 03:00 pm",274.414,5.507,63,0.988037,27.163
"Sep 30, 04:00 pm",355.521,5.981,62,0.989714,27.063
"Sep 30, 05:00 pm",415.997,6.248,64,0.991888,23.763
"Sep 30, 06:00 pm",473.747,6.495,54,0.993172,23.813
"Sep 30, 07:00 pm",529.221,6.732,56,0.994455,23.863
"Sep 30, 08:00 pm",332.106,5.813,46,0.993863,23.763
"Sep 30, 09:00 pm",285.847,5.536,45,0.996332,23.463
"Sep 30, 10:00 pm",231.854,5.22,45,0.995344,23.263
"Sep 30, 11:00 pm",294.011,5.586,40,0.993469,22.963
"Oct 1, 12:00 am",269.141,5.437,42,0.994654,22.763
"Oct 1, 01:00 am",197.202,5.002,45,0.99337,22.663
"Oct 1, 02:00 am",267.137,5.427,45,0.992876,22.663
"Oct 1, 03:00 am",216.218,5.131,59,0.992186,22.663
"Oct 1, 04:00 am",171.734,4.795,57,0.991001,22.763
"Oct 1, 05:00 am",227.548,5.2,58,0.991791,22.763
"Oct 1, 06:00 am",150.552,4.617,56,0.991988,22.663
"Oct 1, 07:00 am",80.807,4.034,45,0.992186,22.563
"Oct 1, 08:00 am",33.0369,3.44,28,0.994358,22.563
"Oct 1, 09:00 am",0,2.847,25,0.993172,22.863
"Oct 1, 10:00 am",1.70099,3.055,45,0.995146,23.463
"Oct 1, 11:00 am",0,2.936,45,0.992481,24.063
"Oct 1, 12:00 pm",109.357,4.281,58,0.994257,24.363
"Oct 1, 01:00 pm",333.379,5.823,72,0.994158,24.163
"Oct 1, 02:00 pm",460.678,6.436,78,0.993863,23.663
"Oct 1, 03:00 pm",682.116,7.316,93,0.991198,23.263
"Oct 1, 04:00 pm",634.612,7.167,104,0.989421,23.163
"Oct 1, 05:00 pm",548.412,6.821,104,0.989619,23.363
"Oct 1, 06:00 pm",371.178,6.05,94,0.990309,23.813
"Oct 1, 07:00 pm",241.189,5.289,95,0.990902,24.263
"Oct 1, 08:00 pm",200.428,5.042,85,0.991198,24.363
"Oct 1, 09:00 pm",174.567,4.824,97,0.992974,24.363
"Oct 1, 10:00 pm",160.377,4.706,100,0.992185,24.363
"Oct 1, 11:00 pm",169.19,4.785,93,0.98942,24.363
"Oct 2, 12:00 am",212.754,5.121,95,0.991888,24.363
"Oct 2, 01:00 am",192.267,4.973,106,0.992875,24.463
"Oct 2, 02:00 am",163.657,4.735,111,0.991592,24.463
"Oct 2, 03:00 am",165.762,4.755,123,0.990999,24.563
"Oct 2, 04:00 am",344.859,5.902,124,0.989914,24.663
"Oct 2, 05:00 am",497.577,6.614,115,0.98942,24.863
"Oct 2, 06:00 am",341.412,5.882,118,0.989124,24.463
"Oct 2, 07:00 am",218.991,5.161,84,0.988927,24.063
"Oct 2, 08:00 am",77.756,4.004,56,0.989915,23.763
"Oct 2, 09:00 am",0,2.916,68,0.990901,24.663
"Oct 2, 10:00 am",32.0588,3.44,80,0.992381,25.163
"Oct 2, 11:00 am",90.5304,4.132,87,0.992381,25.663
"Oct 2, 12:00 pm",295.135,5.615,79,0.9909,25.763
"Oct 2, 01:00 pm",522.494,6.723,82,0.990901,25.463
"Oct 2, 02:00 pm",851.343,7.869,86,0.991494,24.463
"Oct 2, 03:00 pm",589.095,6.999,86,0.990803,23.863
"Oct 2, 04:00 pm",874.212,7.939,95,0.988237,23.063
"Oct 2, 05:00 pm",721.431,7.444,93,0.988138,22.563
"Oct 2, 06:00 pm",742.702,7.523,97,0.989914,24.363
"Oct 2, 07:00 pm",766.961,7.612,84,0.99159,26.163
"Oct 2, 08:00 pm",909.591,8.057,72,0.991198,24.463
"Oct 2, 09:00 pm",505.285,6.634,91,0.993073,24.163
"Oct 2, 10:00 pm",300.418,5.635,89,0.993073,24.663
"Oct 2, 11:00 pm",296.335,5.615,91,0.992973,25.263
"Oct 3, 12:00 am",479.343,6.535,86,0.992776,25.863
"Oct 3, 01:00 am",787.341,7.672,94,0.993861,26.263
"Oct 3, 02:00 am",1145.39,8.7,104,0.992479,26.463
"Oct 3, 03:00 am",1173.1,8.769,112,0.993072,26.263
"Oct 3, 04:00 am",337.326,5.862,116,0.991789,26.063
"Oct 3, 05:00 am",202.904,5.072,111,0.990702,25.863
"Oct 3, 06:00 am",359.675,5.991,108,0.992085,25.613
"Oct 3, 07:00 am",569.559,6.92,102,0.993467,25.363
"Oct 3, 08:00 am",516.387,6.703,93,0.991689,26.563
"Oct 3, 09:00 am",483.299,6.555,81,0.994453,26.763
"Oct 3, 10:00 am",258.631,5.398,73,0.994552,26.463
"Oct 3, 11:00 am",449.431,6.406,70,0.994256,26.363
"Oct 3, 12:00 pm",502.106,6.634,58,0.99317,26.163
"Oct 3, 01:00 pm",735.762,7.513,60,0.993663,26.963
"Oct 3, 02:00 pm",1097.63,8.581,65,0.991294,26.763
"Oct 3, 03:00 pm",1394.53,9.303,64,0.991689,26.263
"Oct 3, 04:00 pm",1491.18,9.501,56,0.989419,26.063
"Oct 3, 05:00 pm",1279.09,9.056,56,0.98863,25.963
"Oct 3, 06:00 pm",1907.75,10.351,58,0.990307,25.913
"Oct 3, 07:00 pm",2435.21,11.636,62,0.991888,25.863
"Oct 3, 08:00 pm",2535.94,11.923,59,0.991986,25.763
"Oct 3, 09:00 pm",1822.88,10.143,71,0.994059,25.663
"Oct 3, 10:00 pm",1084.06,8.522,66,0.995145,25.463
"Oct 3, 11:00 pm",672.196,7.296,62,0.993368,25.363
"Oct 4, 12:00 am",420.503,6.278,57,0.991888,25.263
"Oct 4, 01:00 am",348.893,5.922,52,0.993764,25.263
"Oct 4, 02:00 am",377.937,6.09,41,0.993072,25.263
"Oct 4, 03:00 am",393.895,6.159,41,0.99327,25.163
"Oct 4, 04:00 am",574.522,6.94,37,0.992973,25.163
"Oct 4, 05:00 am",745.193,7.533,29,0.991789,25.163
"Oct 4, 06:00 am",781.657,7.642,352,0.992678,24.463
"Oct 4, 07:00 am",818.282,7.751,14,0.993666,23.763
"Oct 4, 08:00 am",1304.33,9.095,22,0.993665,24.663
"Oct 4, 09:00 am",1447.04,9.392,31,0.993368,25.263
"Oct 4, 10:00 am",1981.17,10.499,32,0.994059,25.563
"Oct 4, 11:00 am",2103.58,10.776,34,0.994157,25.563
"Oct 4, 12:00 pm",1940.24,10.41,47,0.993664,25.663
"Oct 4, 01:00 pm",1940.24,10.41,50,0.993763,25.763
"Oct 4, 02:00 pm",1751.05,10.005,48,0.994157,26.163
"Oct 4, 03:00 pm",1712.51,9.936,47,0.993466,26.663
"Oct 4, 04:00 pm",1516.18,9.55,50,0.991689,26.663
"Oct 4, 05:00 pm",1250.35,8.977,43,0.99159,26.363
"Oct 4, 06:00 pm",886.289,7.998,39,0.992183,26.313
"Oct 4, 07:00 pm",592.702,7.029,30,0.992677,26.263
"Oct 4, 08:00 pm",789.306,7.682,26,0.992183,26.163
"Oct 4, 09:00 pm",1635.08,9.768,8,0.993269,25.363
"Oct 4, 10:00 pm",1565.73,9.619,357,0.993961,24.563
"Oct 4, 11:00 pm",1287.4,9.046,2,0.994553,24.463
"Oct 5, 12:00 am",2036.4,10.618,10,0.992382,24.463
"Oct 5, 01:00 am",2159.21,10.885,9,0.994653,24.263
"Oct 5, 02:00 am",1863.93,10.222,15,0.992777,24.063
"Oct 5, 03:00 am",1793.44,10.064,14,0.99337,23.663
"Oct 5, 04:00 am",1980.64,10.479,15,0.992778,23.363
"Oct 5, 05:00 am",1871.29,10.232,17,0.991495,23.163
"Oct 5, 06:00 am",1941.24,10.39,15,0.991988,23.213
"Oct 5, 07:00 am",2015.61,10.558,15,0.992383,23.263
"Oct 5, 08:00 am",2059.03,10.667,22,0.991987,24.163
"Oct 5, 09:00 am",2197.99,10.974,13,0.994948,24.463
"Oct 5, 10:00 am",2202.88,10.993,25,0.994455,24.963
"Oct 5, 11:00 am",2086.78,10.726,35,0.996034,25.063
"Oct 5, 12:00 pm",1695.54,9.876,46,0.993862,24.663
"Oct 5, 01:00 pm",2063.69,10.667,45,0.995936,24.463
"Oct 5, 02:00 pm",2126.74,10.815,45,0.99406,24.363
"Oct 5, 03:00 pm",1853.24,10.203,40,0.99327,24.663
"Oct 5, 04:00 pm",1445.49,9.392,45,0.991394,24.963
"Oct 5, 05:00 pm",1105.76,8.581,47,0.992382,24.863
"Oct 5, 06:00 pm",1083.23,8.522,62,0.992382,24.663
"Oct 5, 07:00 pm",1065.69,8.472,51,0.992481,24.463
"Oct 5, 08:00 pm",320.725,5.754,34,0.992678,24.563
"Oct 5, 09:00 pm",0,2.986,38,0.994553,24.463
"Oct 5, 10:00 pm",0,2.531,44,0.994553,24.463
"Oct 5, 11:00 pm",93.9645,4.152,9,0.994553,24.363
"Oct 6, 12:00 am",320.097,5.744,4,0.994752,24.163
"Oct 6, 01:00 am",271.123,5.457,359,0.993666,23.963
"Oct 6, 02:00 am",192.729,4.973,353,0.992185,23.763
"Oct 6, 03:00 am",257.265,5.378,358,0.991987,23.663
"Oct 6, 04:00 am",355.511,5.951,8,0.992679,23.463
"Oct 6, 05:00 am",453.471,6.406,6,0.991593,23.263
"Oct 6, 06:00 am",396.251,6.159,21,0.992975,23.663
"Oct 6, 07:00 am",348.855,5.912,10,0.994357,24.063
"Oct 6, 08:00 am",132.93,4.478,26,0.992481,24.263
"Oct 6, 09:00 am",250.515,5.339,44,0.99554,24.863
"Oct 6, 10:00 am",368.2,6.04,46,0.991789,25.363
"Oct 6, 11:00 am",786.973,7.662,40,0.99554,25.663
"Oct 6, 12:00 pm",774.527,7.622,52,0.994751,25.463
"Oct 6, 01:00 pm",838.392,7.82,63,0.995639,24.863
"Oct 6, 02:00 pm",825.934,7.78,68,0.993566,24.163
"Oct 6, 03:00 pm",842.577,7.83,70,0.993271,23.763
"Oct 6, 04:00 pm",750.037,7.533,70,0.992482,23.563
"Oct 6, 05:00 pm",429.433,6.307,65,0.991099,23.663
"Oct 6, 06:00 pm",634.618,7.167,52,0.991,23.663
"Oct 6, 07:00 pm",902.727,8.028,62,0.990902,23.663
"Oct 6, 08:00 pm",686.019,7.336,77,0.990507,23.963
"Oct 6, 09:00 pm",346.203,5.902,85,0.991888,24.063
"Oct 6, 10:00 pm",269.226,5.447,88,0.993469,23.963
"Oct 6, 11:00 pm",326.07,5.783,87,0.991691,23.863
"Oct 7, 12:00 am",198.456,5.022,75,0.991395,23.763
"Oct 7, 01:00 am",49.298,3.648,73,0.992284,23.663
"Oct 7, 02:00 am",0,2.818,66,0.990605,23.563
"Oct 7, 03:00 am",0,2.61,60,0.990112,23.463
"Oct 7, 04:00 am",64.3415,3.836,60,0.988829,23.263
"Oct 7, 05:00 am",236.692,5.259,71,0.98952,23.263
"Oct 7, 06:00 am",0,3.015,79,0.989125,23.563
"Oct 7, 07:00 am",0,0.771,144,0.988828,23.863
"Oct 7, 08:00 am",0,1.414,277,0.991,23.663
"Oct 7, 09:00 am",0,2.719,278,0.989125,23.463
"Oct 7, 10:00 am",0,2.798,321,0.989321,24.563
"Oct 7, 11:00 am",0,1.562,336,0.988334,25.863
"Oct 7, 12:00 pm",0,1.582,46,0.988234,26.763
"Oct 7, 01:00 pm",0,0.722,105,0.987642,27.263
"Oct 7, 02:00 pm",0,1.384,107,0.986654,27.463
"Oct 7, 03:00 pm",0,1.611,77,0.986358,27.363
"Oct 7, 04:00 pm",140.9,4.567,88,0.98399,26.163
"Oct 7, 05:00 pm",894.725,8.028,100,0.983596,24.263
"Oct 7, 06:00 pm",801.414,7.721,109,0.985374,24.063
"Oct 7, 07:00 pm",711.364,7.425,118,0.98715,23.863
"Oct 7, 08:00 pm",191.069,4.973,137,0.985274,24.163
"Oct 7, 09:00 pm",151.661,4.637,145,0.990408,24.263
"Oct 7, 10:00 pm",205.603,5.081,146,0.991099,24.263
"Oct 7, 11:00 pm",426.753,6.307,158,0.987644,24.263
"Oct 8, 12:00 am",332.079,5.833,169,0.985175,24.163
"Oct 8, 01:00 am",178.325,4.864,184,0.985966,23.863
"Oct 8, 02:00 am",277.469,5.507,193,0.986163,23.663
"Oct 8, 03:00 am",409.378,6.228,190,0.986459,23.363
"Oct 8, 04:00 am",552.676,6.851,177,0.985078,23.363
"Oct 8, 05:00 am",692.392,7.365,172,0.985374,23.363
"Oct 8, 06:00 am",558.733,6.881,158,0.985275,23.913
"Oct 8, 07:00 am",448.063,6.406,148,0.985175,24.463
"Oct 8, 08:00 am",230.38,5.24,186,0.984386,24.763
"Oct 8, 09:00 am",81.4101,4.063,186,0.985865,25.563
"Oct 8, 10:00 am",0,2.511,173,0.986951,26.263
"Oct 8, 11:00 am",0,2.383,140,0.98547,26.863
"Oct 8, 12:00 pm",0,1.987,104,0.987049,27.863
"Oct 8, 01:00 pm",0,2.956,72,0.987345,28.263
"Oct 8, 02:00 pm",135.188,4.518,94,0.986457,26.663
"Oct 8, 03:00 pm",899.452,8.057,101,0.984484,25.963
"Oct 8, 04:00 pm",1456.99,9.441,108,0.984188,25.263
"Oct 8, 05:00 pm",1630.14,9.787,117,0.98478,25.263
"Oct 8, 06:00 pm",937.279,8.166,96,0.986064,25.663
"Oct 8, 07:00 pm",478.29,6.545,94,0.987346,26.063
"Oct 8, 08:00 pm",513.032,6.693,92,0.983399,24.663
"Oct 8, 09:00 pm",805.279,7.731,89,0.988631,24.763
"Oct 8, 10:00 pm",996.618,8.294,101,0.989816,23.963
"Oct 8, 11:00 pm",193.32,4.983,76,0.988039,23.663
"Oct 9, 12:00 am",212.101,5.111,312,0.989126,22.463
"Oct 9, 01:00 am",0,1.008,50,0.990113,22.563
"Oct 9, 02:00 am",61.6836,3.806,14,0.986658,23.063
"Oct 9, 03:00 am",0,2.788,15,0.989717,22.863
"Oct 9, 04:00 am",0,2.294,334,0.987646,22.163
"Oct 9, 05:00 am",427.752,6.297,312,0.987843,22.063
"Oct 9, 06:00 am",272.319,5.467,318,0.987941,22.613
"Oct 9, 07:00 am",151.886,4.637,289,0.987941,23.163
"Oct 9, 08:00 am",0,1.374,329,0.988137,24.263
"Oct 9, 09:00 am",76.7902,4.004,337,0.988334,25.963
"Oct 9, 10:00 am",734.216,7.523,321,0.989714,27.563
"Oct 9, 11:00 am",1060.22,8.502,309,0.99149,28.863
"Oct 9, 12:00 pm",1859.89,10.272,307,0.992871,29.163
"Oct 9, 01:00 pm",1964.14,10.509,304,0.992378,29.263
"Oct 9, 02:00 pm",1856.79,10.272,307,0.990108,29.063
"Oct 9, 03:00 pm",1300.32,9.135,306,0.991391,28.963
"Oct 9, 04:00 pm",1057.37,8.502,306,0.989516,29.063
"Oct 9, 05:00 pm",640.401,7.237,310,0.987442,28.963
"Oct 9, 06:00 pm",362.898,6.04,335,0.989614,29.363
"Oct 9, 07:00 pm",174.454,4.854,330,0.991786,29.763
"Oct 9, 08:00 pm",220.472,5.2,304,0.990699,29.863
"Oct 9, 09:00 pm",319.191,5.783,310,0.991194,29.763
"Oct 9, 10:00 pm",298.872,5.655,305,0.994253,29.663
"Oct 9, 11:00 pm",364.156,6.04,299,0.993562,29.263
"Oct 10, 12:00 am",487.586,6.584,312,0.995341,28.463
"Oct 10, 01:00 am",602.199,7.078,306,0.993663,27.563
"Oct 10, 02:00 am",658.801,7.266,317,0.990998,26.263
"Oct 10, 03:00 am",711.092,7.415,337,0.993468,24.663
"Oct 10, 04:00 am",222.982,5.18,2,0.991296,24.263
"Oct 10, 05:00 am",282.851,5.536,26,0.991888,24.963
"Oct 10, 06:00 am",188.139,4.933,10,0.993469,23.813
"Oct 10, 07:00 am",116.537,4.33,357,0.995147,22.663
"Oct 10, 08:00 am",251.441,5.329,337,0.993766,21.763
"Oct 10, 09:00 am",81.7125,4.043,349,0.993272,22.563
"Oct 10, 10:00 am",67.7644,3.875,358,0.994554,23.963
"Oct 10, 11:00 am",65.6988,3.856,9,0.995145,25.663
"Oct 10, 12:00 pm",93.9383,4.162,10,0.995539,26.963
"Oct 10, 01:00 pm",16.2641,3.253,25,0.99238,27.563
"Oct 10, 02:00 pm",44.8116,3.608,48,0.99238,27.563
"Oct 10, 03:00 pm",357.245,5.981,79,0.992776,26.463
"Oct 10, 04:00 pm",665.206,7.276,101,0.99169,25.163
"Oct 10, 05:00 pm",203.582,5.072,109,0.991295,25.063
"Oct 10, 06:00 pm",150.623,4.627,109,0.992283,24.563
"Oct 10, 07:00 pm",98.7858,4.192,109,0.99327,24.063
"Oct 10, 08:00 pm",0,2.907,137,0.99406,24.263
"Oct 10, 09:00 pm",0,0.277,122,0.993073,24.363
"Oct 10, 10:00 pm",0,2.017,340,0.996331,24.363
"Oct 10, 11:00 pm",0,1.908,314,0.997021,24.263
"Oct 11, 12:00 am",0.0142225,3.035,334,0.996035,24.163
"Oct 11, 01:00 am",198.06,5.012,353,0.995245,23.863
"Oct 11, 02:00 am",368.029,6.021,357,0.993962,23.463
"Oct 11, 03:00 am",306.34,5.655,358,0.995147,22.963
"Oct 11, 04:00 am",441.322,6.347,7,0.993074,22.663
"Oct 11, 05:00 am",477.963,6.505,13,0.991988,22.363
"Oct 11, 06:00 am",532.923,6.742,7,0.993863,22.913
"Oct 11, 07:00 am",585.796,6.97,354,0.995738,23.463
"Oct 11, 08:00 am",525.373,6.713,352,0.993172,23.163
"Oct 11, 09:00 am",352.477,5.932,355,0.993962,23.663
"Oct 11, 10:00 am",417.167,6.248,356,0.998403,24.963
"Oct 11, 11:00 am",200.233,5.042,7,0.995934,26.063
"Oct 11, 12:00 pm",838.483,7.83,38,0.995244,25.763
"Oct 11, 01:00 pm",1734.83,9.945,45,0.995442,24.063
"Oct 11, 02:00 pm",920.523,8.077,48,0.994061,23.463
"Oct 11, 03:00 pm",789.756,7.662,44,0.992678,23.763
"Oct 11, 04:00 pm",887.752,7.988,39,0.992086,24.863
"Oct 11, 05:00 pm",926.756,8.117,35,0.992973,25.563
"Oct 11, 06:00 pm",714.297,7.434,43,0.993368,25.613
"Oct 11, 07:00 pm",527.794,6.742,60,0.993861,25.663
"Oct 11, 08:00 pm",415.923,6.258,65,0.99248,25.263
"Oct 11, 09:00 pm",312.407,5.704,65,0.995441,25.163
"Oct 11, 10:00 pm",286.189,5.546,49,0.997712,25.163
"Oct 11, 11:00 pm",534.946,6.762,40,0.996132,25.063
"Oct 12, 12:00 am",581.734,6.97,31,0.99327,24.963
"Oct 12, 01:00 am",330.133,5.803,29,0.996331,24.663
"Oct 12, 02:00 am",111.725,4.3,18,0.993961,24.363
"Oct 12, 03:00 am",137.147,4.508,6,0.994159,23.763
"Oct 12, 04:00 am",290.287,5.566,3,0.993172,23.163
"Oct 12, 05:00 am",651.822,7.207,356,0.993371,22.463
"Oct 12, 06:00 am",565.676,6.881,350,0.992384,22.263
"Oct 12, 07:00 am",492.14,6.564,351,0.991396,22.063
"Oct 12, 08:00 am",724.669,7.444,345,0.992284,22.563
"Oct 12, 09:00 am",307.555,5.665,341,0.995937,23.463
"Oct 12, 10:00 am",358.087,5.971,355,0.995244,24.963
"Oct 12, 11:00 am",327.929,5.803,16,0.995342,26.363
"Oct 12, 12:00 pm",457.795,6.446,36,0.994452,26.963
"Oct 12, 01:00 pm",753.569,7.563,53,0.99623,26.863
"Oct 12, 02:00 pm",695.896,7.385,57,0.992183,26.563
"Oct 12, 03:00 pm",665.156,7.286,55,0.992479,26.463
"Oct 12, 04:00 pm",665.156,7.286,66,0.9909,26.163
"Oct 12, 05:00 pm",497.347,6.614,75,0.991295,25.563
"Oct 12, 06:00 pm",329.467,5.813,72,0.99169,25.413
"Oct 12, 07:00 pm",197.59,5.022,59,0.992085,25.263
"Oct 12, 08:00 pm",82.4159,4.063,53,0.992874,25.263
"Oct 12, 09:00 pm",178.893,4.864,57,0.993171,25.163
"Oct 12, 10:00 pm",312.065,5.704,56,0.99406,25.063
"Oct 12, 11:00 pm",330.642,5.813,51,0.994751,25.063
"Oct 13, 12:00 am",305.419,5.665,47,0.993566,25.063
"Oct 13, 01:00 am",124.439,4.409,33,0.993073,24.963
"Oct 13, 02:00 am",157.446,4.686,31,0.991197,24.663
"Oct 13, 03:00 am",155.492,4.666,14,0.992579,24.363
"Oct 13, 04:00 am",257.447,5.378,356,0.992778,23.763
"Oct 13, 05:00 am",277.749,5.497,345,0.991495,23.163
"Oct 13, 06:00 am",387.464,6.12,349,0.991692,23.013
"Oct 13, 07:00 am",533.898,6.752,350,0.991889,22.863
"Oct 13, 08:00 am",552.203,6.831,355,0.992482,23.263
"Oct 13, 09:00 am",594.772,7.019,6,0.99406,24.263
"Oct 13, 10:00 am",1091.88,8.542,20,0.995639,25.563
"Oct 13, 11:00 am",971.725,8.245,29,0.992281,26.463
"Oct 13, 12:00 pm",1431.09,9.382,34,0.991097,26.663
"Oct 13, 01:00 pm",1742.91,9.995,47,0.99396,26.663
"Oct 13, 02:00 pm",1883.06,10.291,49,0.99317,26.363
"Oct 13, 03:00 pm",1559.43,9.629,46,0.992677,26.263
"Oct 13, 04:00 pm",1034.88,8.413,48,0.990801,26.263
"Oct 13, 05:00 pm",859.312,7.909,52,0.991393,26.063
"Oct 13, 06:00 pm",824.897,7.79,46,0.990703,24.913
"Oct 13, 07:00 pm",790.651,7.672,38,0.989915,23.763
"Oct 13, 08:00 pm",1478.01,9.441,43,0.993369,24.063
"Oct 13, 09:00 pm",802.37,7.711,37,0.991395,24.363
"Oct 13, 10:00 pm",1503.62,9.491,46,0.995343,24.563
"Oct 13, 11:00 pm",1032.12,8.383,63,0.994553,24.963
"Oct 14, 12:00 am",880.452,7.968,63,0.991789,25.163
"Oct 14, 01:00 am",1153.25,8.71,67,0.992973,25.363
"Oct 14, 02:00 am",762.745,7.593,72,0.991394,25.463
"Oct 14, 03:00 am",589.293,7.009,77,0.992578,25.563
"Oct 14, 04:00 am",543.765,6.812,66,0.991888,25.463
"Oct 14, 05:00 am",492.795,6.594,67,0.991098,25.463
"Oct 14, 06:00 am",306.65,5.675,78,0.990605,24.463
"Oct 14, 07:00 am",165.075,4.745,46,0.990013,23.463
"Oct 14, 08:00 am",193.93,4.983,10,0.990507,23.263
"Oct 14, 09:00 am",174.25,4.815,358,0.993567,23.363
"Oct 14, 10:00 am",540.04,6.782,29,0.995343,24.563
"Oct 14, 11:00 am",401.141,6.189,57,0.993073,24.863
"Oct 14, 12:00 pm",917.995,8.087,71,0.991098,24.763
"Oct 14, 01:00 pm",870.084,7.929,78,0.992579,24.763
"Oct 14, 02:00 pm",393.286,6.159,75,0.991493,24.963
"Oct 14, 03:00 pm",301.289,5.645,62,0.992282,25.163
"Oct 14, 04:00 pm",329.152,5.813,70,0.989914,25.163
"Oct 14, 05:00 pm",334.257,5.843,76,0.988433,24.963
"Oct 14, 06:00 pm",392.212,6.159,77,0.98942,24.863
"Oct 14, 07:00 pm",466.177,6.475,72,0.990506,24.763
"Oct 14, 08:00 pm",625.515,7.148,72,0.990111,24.463
"Oct 14, 09:00 pm",200.312,5.042,87,0.990999,24.463
"Oct 14, 10:00 pm",253.181,5.358,91,0.993665,24.863
"Oct 14, 11:00 pm",220.832,5.17,100,0.993961,25.263
"Oct 15, 12:00 am",483.749,6.555,106,0.99169,25.663
"Oct 15, 01:00 am",741.834,7.523,107,0.993467,25.763
"Oct 15, 02:00 am",848.414,7.869,123,0.991591,25.563
"Oct 15, 03:00 am",792.41,7.691,125,0.990407,25.463
"Oct 15, 04:00 am",761.962,7.593,121,0.990308,25.363
"Oct 15, 05:00 am",877.431,7.968,127,0.988827,25.363
"Oct 15, 06:00 am",652.694,7.237,117,0.989519,24.663
"Oct 15, 07:00 am",474.26,6.505,109,0.990112,23.963
"Oct 15, 08:00 am",99.3581,4.202,117,0.989224,23.963
"Oct 15, 09:00 am",0,2.966,78,0.990309,23.963
"Oct 15, 10:00 am",623.153,7.138,104,0.99317,25.263
"Oct 15, 11:00 am",1053.54,8.453,106,0.991295,25.463
"Oct 15, 12:00 pm",891.643,8.008,115,0.990999,25.463
"Oct 15, 01:00 pm",1030.65,8.393,112,0.991394,25.463
"Oct 15, 02:00 pm",758.257,7.583,111,0.989321,25.363
"Oct 15, 03:00 pm",625.532,7.158,110,0.988038,25.263
"Oct 15, 04:00 pm",772.715,7.632,109,0.986952,25.163
"Oct 15, 05:00 pm",668.383,7.296,111,0.986853,25.063
"Oct 15, 06:00 pm",1327.1,9.174,128,0.987741,25.613
"Oct 15, 07:00 pm",2213.32,11.053,127,0.98863,26.163
"Oct 15, 08:00 pm",1763.16,10.044,121,0.989419,26.063
