Time stamp,System power generated | (kW),Wind speed | (m/s),Wind direction | (deg),Pressure | (atm),Air temperature | ('C)
"Jan 18, 02:00 am",843.927,7.78,321,0.990315,16.763
"Jan 18, 03:00 am",985.942,8.186,318,0.991697,15.963
"Jan 18, 04:00 am",1236.13,8.828,318,0.991205,15.163
"Jan 18, 05:00 am",1277.76,8.927,319,0.990712,14.163
"Jan 18, 06:00 am",1559.83,9.491,329,0.990417,12.863
"Jan 18, 07:00 am",1849.74,10.054,329,0.990122,11.563
"Jan 18, 08:00 am",1560.85,9.461,329,0.995255,11.363
"Jan 18, 09:00 am",1399.86,9.155,312,0.993576,11.763
"Jan 18, 10:00 am",1474.09,9.313,310,0.992392,12.563
"Jan 18, 11:00 am",1638.59,9.639,306,0.994957,13.563
"Jan 18, 12:00 pm",1686.02,9.748,300,0.993574,14.563
"Jan 18, 01:00 pm",1680.78,9.748,303,0.993869,15.563
"Jan 18, 02:00 pm",1738.57,9.876,305,0.992684,16.463
"Jan 18, 03:00 pm",1882.4,10.183,304,0.99298,17.163
"Jan 18, 04:00 pm",2228.09,10.964,312,0.992092,17.363
"Jan 18, 05:00 pm",2673.12,12.259,322,0.992487,16.563
"Jan 18, 06:00 pm",2816.06,12.872,331,0.992785,14.863
"Jan 18, 07:00 pm",2910.09,13.485,332,0.993082,13.163
"Jan 18, 08:00 pm",2890.95,13.287,337,0.997722,11.863
"Jan 18, 09:00 pm",2748.78,12.496,336,0.997921,11.163
"Jan 18, 10:00 pm",2711.72,12.328,339,0.997723,10.863
"Jan 18, 11:00 pm",2912.33,13.425,348,0.999994,10.163
"Jan 19, 12:00 am",2587.96,11.824,348,0.998316,9.663
"Jan 19, 01:00 am",2344.42,11.132,345,1.00049,9.363
"Jan 19, 02:00 am",2043.53,10.43,341,0.997725,9.163
"Jan 19, 03:00 am",2016.48,10.361,345,0.998909,8.763
"Jan 19, 04:00 am",1596.07,9.481,346,0.999404,8.163
"Jan 19, 05:00 am",1268.08,8.809,343,0.99891,7.563
"Jan 19, 06:00 am",1180.81,8.581,345,0.998517,7.013
"Jan 19, 07:00 am",1093.73,8.354,340,0.998023,6.463
"Jan 19, 08:00 am",1130.06,8.433,344,1.00227,6.263
"Jan 19, 09:00 am",956.144,7.998,337,0.999504,6.463
"Jan 19, 10:00 am",440.72,6.218,335,0.999602,7.163
"Jan 19, 11:00 am",482.837,6.396,339,1.00266,8.163
"Jan 19, 12:00 pm",147.438,4.508,332,1.00078,9.363
"Jan 19, 01:00 pm",111.563,4.221,330,1.00078,10.463
"Jan 19, 02:00 pm",103.26,4.162,340,0.997624,11.363
"Jan 19, 03:00 pm",67.6926,3.816,342,0.999005,12.063
"Jan 19, 04:00 pm",0,2.58,350,0.99713,12.463
"Jan 19, 05:00 pm",0,2.096,11,0.996043,12.563
"Jan 19, 06:00 pm",0,2.649,57,0.997525,12.313
"Jan 19, 07:00 pm",17.4093,3.203,80,0.999005,12.063
"Jan 19, 08:00 pm",70.4986,3.846,84,1.00088,11.663
"Jan 19, 09:00 pm",112.848,4.241,66,0.997921,11.563
"Jan 19, 10:00 pm",158.807,4.617,68,0.998315,11.563
"Jan 19, 11:00 pm",115.67,4.261,73,1.00009,11.563
"Jan 20, 12:00 am",118.116,4.281,76,1.00088,11.663
"Jan 20, 01:00 am",101.113,4.142,77,1.00009,11.763
"Jan 20, 02:00 am",127.118,4.36,83,0.997426,11.863
"Jan 20, 03:00 am",96.9423,4.113,92,0.997821,12.063
"Jan 20, 04:00 am",8.2797,3.094,99,0.99713,12.163
"Jan 20, 05:00 am",0,2.155,87,0.998117,12.263
"Jan 20, 06:00 am",0,1.513,130,0.995945,12.463
"Jan 20, 07:00 am",0,0.87,162,0.993872,12.663
"Jan 20, 08:00 am",0,0.643,314,0.999795,12.663
"Jan 20, 09:00 am",0,1.641,337,0.999499,12.663
"Jan 20, 10:00 am",0,2.205,17,0.999696,12.963
"Jan 20, 11:00 am",24.341,3.292,51,0.999103,13.263
"Jan 20, 12:00 pm",80.1063,3.974,72,0.99782,13.163
"Jan 20, 01:00 pm",246.737,5.24,72,0.998808,13.063
"Jan 20, 02:00 pm",371.506,5.961,67,0.997722,12.863
"Jan 20, 03:00 pm",535.956,6.673,60,0.996043,12.863
"Jan 20, 04:00 pm",711.905,7.316,53,0.99476,12.963
"Jan 20, 05:00 pm",743.15,7.415,48,0.994366,13.063
"Jan 20, 06:00 pm",587.826,6.901,55,0.995253,13.513
"Jan 20, 07:00 pm",467.052,6.386,60,0.996141,13.963
"Jan 20, 08:00 pm",555.993,6.762,57,0.9993,14.263
"Jan 20, 09:00 pm",424.058,6.209,58,0.995845,14.563
"Jan 20, 10:00 pm",603.952,6.98,62,0.995548,14.863
"Jan 20, 11:00 pm",484.013,6.466,75,0.998114,15.363
"Jan 21, 12:00 am",323.379,5.704,89,0.997423,15.863
"Jan 21, 01:00 am",161.149,4.666,98,0.995744,16.463
"Jan 21, 02:00 am",173.173,4.765,108,0.996534,16.863
"Jan 21, 03:00 am",185.196,4.864,104,0.99762,17.163
"Jan 21, 04:00 am",105.726,4.212,87,0.99683,17.263
"Jan 21, 05:00 am",100.87,4.172,71,0.996435,17.363
"Jan 21, 06:00 am",190.08,4.904,49,0.996731,16.713
"Jan 21, 07:00 am",311.163,5.635,63,0.997127,16.063
"Jan 21, 08:00 am",625.507,7.049,52,1.00265,16.063
"Jan 21, 09:00 am",562.688,6.802,44,1.00048,16.063
"Jan 21, 10:00 am",718.18,7.355,43,0.997028,15.863
"Jan 21, 11:00 am",858.067,7.79,56,1.00029,15.763
"Jan 21, 12:00 pm",984.155,8.156,60,1.00088,15.863
"Jan 21, 01:00 pm",442.197,6.288,63,1.00029,16.063
"Jan 21, 02:00 pm",429.261,6.238,66,0.998805,16.363
"Jan 21, 03:00 pm",692.411,7.276,71,0.999298,16.863
"Jan 21, 04:00 pm",452.841,6.347,78,0.998014,17.263
"Jan 21, 05:00 pm",442.837,6.307,76,0.997027,17.363
"Jan 21, 06:00 pm",442.668,6.297,48,0.998509,16.513
"Jan 21, 07:00 pm",442.78,6.288,51,1.00009,15.663
"Jan 21, 08:00 pm",280.927,5.447,34,1.00196,15.463
"Jan 21, 09:00 pm",303.5,5.576,24,1.00147,15.063
"Jan 21, 10:00 pm",481.544,6.446,34,1.00068,14.863
"Jan 21, 11:00 pm",440.224,6.268,51,1.00236,15.063
"Jan 22, 12:00 am",379.92,6.011,46,1.00236,15.163
"Jan 22, 01:00 am",308.255,5.605,49,1.00137,15.263
"Jan 22, 02:00 am",549.468,6.742,51,0.99999,15.463
"Jan 22, 03:00 am",666.839,7.177,56,1.00187,15.463
"Jan 22, 04:00 am",408.39,6.139,56,1.00048,15.463
"Jan 22, 05:00 am",470.973,6.406,45,0.999793,15.263
"Jan 22, 06:00 am",644.042,7.108,40,0.99999,15.313
"Jan 22, 07:00 am",865.385,7.81,49,1.00009,15.363
"Jan 22, 08:00 am",1109.34,8.463,47,1.00443,15.263
"Jan 22, 09:00 am",980.149,8.136,39,1.00246,15.363
"Jan 22, 10:00 am",1917.07,10.212,47,1.00137,15.463
"Jan 22, 11:00 am",2264.64,10.974,52,1.00443,15.263
"Jan 22, 12:00 pm",2142.34,10.707,54,1.00285,15.263
"Jan 22, 01:00 pm",2360.48,11.25,48,1.00157,15.263
"Jan 22, 02:00 pm",2734.1,12.486,49,0.997918,14.963
"Jan 22, 03:00 pm",2878.03,13.228,53,0.999003,15.163
"Jan 22, 04:00 pm",2807.48,12.822,57,0.998607,15.763
"Jan 22, 05:00 pm",2813.06,12.852,60,0.998114,15.963
"Jan 22, 06:00 pm",2699.03,12.338,61,0.999002,15.863
"Jan 22, 07:00 pm",2563.82,11.834,72,0.999891,15.763
"Jan 22, 08:00 pm",1781.39,9.936,66,0.999693,16.363
"Jan 22, 09:00 pm",1195.49,8.71,58,1.00019,16.463
"Jan 22, 10:00 pm",1288.58,8.947,58,1.00098,16.363
"Jan 22, 11:00 pm",870.467,7.83,65,1.00246,16.463
"Jan 23, 12:00 am",693.804,7.276,76,1.00009,16.563
"Jan 23, 01:00 am",1090.14,8.433,76,1.00265,16.763
"Jan 23, 02:00 am",1277.9,8.927,88,1.00117,17.163
"Jan 23, 03:00 am",1280.29,8.937,110,1.00127,17.563
"Jan 23, 04:00 am",1837.06,10.064,115,0.999495,17.563
"Jan 23, 05:00 am",1981.08,10.39,110,0.998113,17.463
"Jan 23, 06:00 am",2263.74,11.023,104,0.99831,17.563
"Jan 23, 07:00 am",2493.45,11.666,108,0.998409,17.663
"Jan 23, 08:00 am",2307.74,11.132,110,1.00107,17.463
"Jan 23, 09:00 am",1551.38,9.491,123,1.00107,17.463
"Jan 23, 10:00 am",933.724,8.037,143,1.00226,17.563
"Jan 23, 11:00 am",815.64,7.672,150,1.00137,17.963
"Jan 23, 12:00 pm",956.563,8.107,135,1.00098,18.363
"Jan 23, 01:00 pm",910.397,7.978,123,1.00098,18.263
"Jan 23, 02:00 pm",934.505,8.057,109,0.997619,18.163
"Jan 23, 03:00 pm",794.517,7.622,103,0.995644,18.263
"Jan 23, 04:00 pm",868.883,7.859,105,0.994065,17.963
"Jan 23, 05:00 pm",1309.18,9.036,119,0.994362,17.763
"Jan 23, 06:00 pm",1681.17,9.768,126,0.994855,17.563
"Jan 23, 07:00 pm",2026.11,10.499,134,0.995447,17.363
"Jan 23, 08:00 pm",1657.94,9.718,140,0.997322,17.763
"Jan 23, 09:00 pm",1073.61,8.413,149,0.999692,18.263
"Jan 23, 10:00 pm",1530.68,9.471,152,0.998605,18.663
"Jan 23, 11:00 pm",1816.14,10.044,159,0.997124,19.063
"Jan 24, 12:00 am",2501.32,11.725,159,0.995545,19.463
"Jan 24, 01:00 am",2585.21,11.962,159,0.996335,19.663
"Jan 24, 02:00 am",2216.25,10.964,167,0.993373,19.863
"Jan 24, 03:00 am",1999,10.479,172,0.992681,19.963
"Jan 24, 04:00 am",1862.99,10.173,171,0.992385,19.963
"Jan 24, 05:00 am",1823.44,10.084,171,0.991892,19.663
"Jan 24, 06:00 am",1806.8,10.044,167,0.9913,18.963
"Jan 24, 07:00 am",1790.13,10.005,163,0.990708,18.263
"Jan 24, 08:00 am",2043.23,10.568,163,0.990215,18.363
"Jan 24, 09:00 am",2016.98,10.509,170,0.993472,19.163
"Jan 24, 10:00 am",1668.2,9.777,172,0.99347,20.263
"Jan 24, 11:00 am",1046.75,8.393,164,0.991496,21.063
"Jan 24, 12:00 pm",1479.32,9.431,156,0.988633,21.463
"Jan 24, 01:00 pm",1984.75,10.479,150,0.988238,21.563
"Jan 24, 02:00 pm",1885.61,10.272,154,0.985473,21.963
"Jan 24, 03:00 pm",1647.66,9.787,151,0.984783,22.263
"Jan 24, 04:00 pm",2370.8,11.438,143,0.983006,22.063
"Jan 24, 05:00 pm",2799.72,12.941,147,0.982809,21.563
"Jan 24, 06:00 pm",2811.47,12.981,153,0.983599,20.913
"Jan 24, 07:00 pm",2822.92,13.02,168,0.98429,20.263
"Jan 24, 08:00 pm",2074.95,10.677,184,0.987153,20.563
"Jan 24, 09:00 pm",1214.33,8.838,185,0.988831,20.863
"Jan 24, 10:00 pm",1372.51,9.214,177,0.987745,20.863
"Jan 24, 11:00 pm",1570.84,9.619,180,0.984389,20.763
"Jan 25, 12:00 am",1692.64,9.856,191,0.986264,20.863
"Jan 25, 01:00 am",2089.64,10.717,197,0.98656,21.063
"Jan 25, 02:00 am",1495.75,9.481,207,0.982217,21.163
"Jan 25, 03:00 am",1368.65,9.224,226,0.9835,21.163
"Jan 25, 04:00 am",1084.88,8.502,253,0.987153,20.763
"Jan 25, 05:00 am",1555.73,9.58,280,0.986956,20.563
"Jan 25, 06:00 am",1770.14,9.995,291,0.984982,19.163
"Jan 25, 07:00 am",1960.41,10.4,301,0.983009,17.763
"Jan 25, 08:00 am",2335.43,11.26,308,0.98607,16.963
"Jan 25, 09:00 am",1905.82,10.252,313,0.988538,17.263
"Jan 25, 10:00 am",1397.25,9.224,316,0.991104,18.063
"Jan 25, 11:00 am",1305.57,9.056,317,0.989029,19.163
"Jan 25, 12:00 pm",412.209,6.218,314,0.98666,20.263
"Jan 25, 01:00 pm",68.0231,3.875,310,0.986955,20.963
"Jan 25, 02:00 pm",63.6403,3.826,296,0.985276,21.663
"Jan 25, 03:00 pm",61.0854,3.796,290,0.985671,22.163
"Jan 25, 04:00 pm",0,1.957,281,0.985079,22.463
"Jan 25, 05:00 pm",0,1.295,270,0.985177,22.463
"Jan 25, 06:00 pm",0,1.938,125,0.986757,21.913
"Jan 25, 07:00 pm",0,2.58,114,0.988337,21.363
"Jan 25, 08:00 pm",51.4602,3.668,146,0.988041,20.763
"Jan 25, 09:00 pm",232.089,5.22,181,0.986265,20.263
"Jan 25, 10:00 pm",191.51,4.953,193,0.986758,20.163
"Jan 25, 11:00 pm",458.886,6.416,181,0.987449,20.063
"Jan 26, 12:00 am",915.057,8.028,175,0.986859,18.063
"Jan 26, 01:00 am",472.717,6.456,180,0.986267,17.063
"Jan 26, 02:00 am",434.056,6.288,220,0.986169,16.763
"Jan 26, 03:00 am",404.705,6.159,233,0.987946,16.863
"Jan 26, 04:00 am",466.925,6.426,240,0.988143,16.963
"Jan 26, 05:00 am",841.698,7.78,252,0.98765,16.663
"Jan 26, 06:00 am",668.347,7.227,251,0.98686,16.463
"Jan 26, 07:00 am",524.484,6.673,261,0.985972,16.263
"Jan 26, 08:00 am",565.732,6.841,295,0.987749,15.663
"Jan 26, 09:00 am",842.188,7.761,312,0.991698,15.663
"Jan 26, 10:00 am",1968.78,10.38,318,0.991697,17.063
"Jan 26, 11:00 am",2502.69,11.735,316,0.992287,18.963
"Jan 26, 12:00 pm",1587.47,9.619,308,0.99051,19.563
"Jan 26, 01:00 pm",1561.2,9.57,304,0.991595,20.163
"Jan 26, 02:00 pm",1396.08,9.253,302,0.991002,20.963
"Jan 26, 03:00 pm",1297.9,9.056,303,0.990904,21.663
"Jan 26, 04:00 pm",1496.98,9.461,312,0.991989,21.863
"Jan 26, 05:00 pm",1233.54,8.888,322,0.991693,21.663
"Jan 26, 06:00 pm",1567.78,9.59,345,0.992977,21.213
"Jan 26, 07:00 pm",1918.3,10.301,352,0.994359,20.763
"Jan 26, 08:00 pm",2933.63,13.752,351,0.997321,19.063
"Jan 26, 09:00 pm",3004.01,15.64,353,1.00019,16.763
"Jan 26, 10:00 pm",3004.01,15.482,1,0.999201,14.763
"Jan 26, 11:00 pm",3004.01,15.6,9,1.00098,12.763
"Jan 27, 12:00 am",2976.27,14.038,14,1.00118,11.463
"Jan 27, 01:00 am",2937.5,13.623,20,1.00375,10.763
"Jan 27, 02:00 am",2923.95,13.504,20,1.00315,10.063
"Jan 27, 03:00 am",2881.28,13.149,21,1.00266,9.463
"Jan 27, 04:00 am",2542.91,11.666,21,1.00404,8.963
"Jan 27, 05:00 am",2188.79,10.717,19,1.00473,8.363
"Jan 27, 06:00 am",1239.34,8.72,18,1.00582,8.013
"Jan 27, 07:00 am",563.076,6.723,20,1.00681,7.663
"Jan 27, 08:00 am",365.3,5.872,17,1.00641,7.563
"Jan 27, 09:00 am",403.548,6.05,13,1.00701,7.763
"Jan 27, 10:00 am",391.613,6.011,30,1.00325,8.263
"Jan 27, 11:00 am",589.556,6.841,42,1.00868,8.963
"Jan 27, 12:00 pm",329.147,5.675,50,1.00789,9.463
"Jan 27, 01:00 pm",266.402,5.319,58,1.00671,9.763
"Jan 27, 02:00 pm",248.1,5.22,65,1.00355,9.863
"Jan 27, 03:00 pm",363.271,5.882,64,1.00315,9.863
"Jan 27, 04:00 pm",469.313,6.347,55,1.00463,9.663
"Jan 27, 05:00 pm",315.361,5.605,61,1.00335,9.563
"Jan 27, 06:00 pm",329.283,5.685,57,1.00296,9.513
"Jan 27, 07:00 pm",341.291,5.754,72,1.00256,9.463
"Jan 27, 08:00 pm",386.03,5.991,71,1.0075,9.963
"Jan 27, 09:00 pm",169.813,4.686,79,1.00681,10.263
"Jan 27, 10:00 pm",288.669,5.457,85,1.00463,10.763
"Jan 27, 11:00 pm",342.457,5.764,88,1.0073,11.163
"Jan 28, 12:00 am",329.43,5.694,94,1.00611,11.563
"Jan 28, 01:00 am",185.719,4.824,102,1.00779,12.063
"Jan 28, 02:00 am",217.611,5.062,110,1.00315,12.663
"Jan 28, 03:00 am",456.25,6.317,116,1.00434,13.163
"Jan 28, 04:00 am",476.04,6.406,124,1.00364,13.463
"Jan 28, 05:00 am",670.271,7.167,122,1.00325,13.563
"Jan 28, 06:00 am",416.561,6.149,114,1.00355,12.863
"Jan 28, 07:00 am",228.563,5.121,116,1.00384,12.163
"Jan 28, 08:00 am",560.612,6.752,99,1.0069,12.663
"Jan 28, 09:00 am",932.312,7.988,107,1.00364,13.063
"Jan 28, 10:00 am",1118.13,8.472,115,1.00266,13.363
"Jan 28, 11:00 am",1182.76,8.631,120,1.00631,13.663
"Jan 28, 12:00 pm",1701.87,9.738,126,1.00414,13.963
"Jan 28, 01:00 pm",1300.46,8.957,128,1.00098,14.363
"Jan 28, 02:00 pm",937.154,8.028,114,0.998905,14.663
"Jan 28, 03:00 pm",1095.15,8.433,109,1.00068,14.863
"Jan 28, 04:00 pm",978.339,8.136,111,1.00038,15.263
"Jan 28, 05:00 pm",761.004,7.484,117,0.998806,15.563
"Jan 28, 06:00 pm",555.689,6.772,109,0.999101,15.713
"Jan 28, 07:00 pm",388.915,6.06,120,0.999496,15.863
"Jan 28, 08:00 pm",644.036,7.108,124,1.00256,16.063
"Jan 28, 09:00 pm",806.25,7.632,131,0.999496,16.263
"Jan 28, 10:00 pm",706.62,7.326,127,0.995942,16.463
"Jan 28, 11:00 pm",1159.5,8.621,127,0.999298,16.663
"Jan 29, 12:00 am",1402.11,9.194,136,0.999397,16.763
"Jan 29, 01:00 am",1411.41,9.224,139,0.996534,16.963
"Jan 29, 02:00 am",1515.95,9.441,136,0.99377,17.163
"Jan 29, 03:00 am",1561.05,9.53,136,0.994066,17.363
"Jan 29, 04:00 am",1355.84,9.125,143,0.99525,17.463
"Jan 29, 05:00 am",974.268,8.166,152,0.99377,17.663
"Jan 29, 06:00 am",748.215,7.474,150,0.993473,17.513
"Jan 29, 07:00 am",549.197,6.772,165,0.993177,17.363
"Jan 29, 08:00 am",355.629,5.902,157,0.997718,17.563
"Jan 29, 09:00 am",772.847,7.563,159,0.990314,17.863
"Jan 29, 10:00 am",344.955,5.862,160,0.989228,18.363
"Jan 29, 11:00 am",647.639,7.158,156,0.995644,18.763
"Jan 29, 12:00 pm",1088.62,8.472,159,0.993966,18.663
"Jan 29, 01:00 pm",586.826,6.95,173,0.990017,18.663
"Jan 29, 02:00 pm",354.816,5.922,167,0.990017,18.963
"Jan 29, 03:00 pm",268.397,5.427,167,0.987647,19.763
"Jan 29, 04:00 pm",63.3758,3.816,158,0.986462,20.463
"Jan 29, 05:00 pm",76.9665,3.984,137,0.985672,20.463
"Jan 29, 06:00 pm",193.164,4.963,140,0.986561,19.663
"Jan 29, 07:00 pm",357.512,5.942,172,0.987549,18.863
"Jan 29, 08:00 pm",159.61,4.676,217,0.991498,19.463
"Jan 29, 09:00 pm",114.636,4.31,234,0.988635,19.863
"Jan 29, 10:00 pm",141.65,4.528,296,0.991102,19.463
"Jan 29, 11:00 pm",40.9305,3.529,313,0.991103,19.263
"Jan 30, 12:00 am",442.502,6.327,343,0.991004,18.563
"Jan 30, 01:00 am",565.435,6.851,352,0.990709,17.963
"Jan 30, 02:00 am",281.975,5.487,3,0.989623,17.263
"Jan 30, 03:00 am",237.156,5.22,358,0.990611,16.563
"Jan 30, 04:00 am",664.323,7.197,357,0.991599,15.863
"Jan 30, 05:00 am",172.768,4.765,346,0.990415,15.563
"Jan 30, 06:00 am",0,2.887,29,0.991698,14.813
"Jan 30, 07:00 am",0,1.008,315,0.992982,14.063
"Jan 30, 08:00 am",0,1.068,354,0.989132,14.363
"Jan 30, 09:00 am",0,1.72,14,0.992094,14.563
"Jan 30, 10:00 am",0,1.859,0,0.991205,14.763
"Jan 30, 11:00 am",0,2.165,353,0.993475,15.163
"Jan 30, 12:00 pm",0,2.867,2,0.992882,15.563
"Jan 30, 01:00 pm",22.0497,3.282,29,0.992389,16.063
"Jan 30, 02:00 pm",93.6549,4.113,52,0.993178,16.263
"Jan 30, 03:00 pm",75.1473,3.935,54,0.991796,16.163
"Jan 30, 04:00 pm",86.843,4.063,63,0.988933,16.363
"Jan 30, 05:00 pm",0.82297,3.025,66,0.989921,16.363
"Jan 30, 06:00 pm",55.5695,3.688,74,0.991107,14.413
"Jan 30, 07:00 pm",124.611,4.35,63,0.992292,12.463
"Jan 30, 08:00 pm",179.704,4.805,52,0.991503,12.763
"Jan 30, 09:00 pm",91.7649,4.083,50,0.992292,13.063
"Jan 30, 10:00 pm",108.573,4.221,47,0.993476,13.163
"Jan 30, 11:00 pm",62.8392,3.767,41,0.994759,13.163
"Jan 31, 12:00 am",54.7403,3.668,360,0.994365,13.163
"Jan 31, 01:00 am",29.6256,3.361,353,0.994563,12.963
"Jan 31, 02:00 am",0,1.799,40,0.990318,12.963
"Jan 31, 03:00 am",0,0.544,17,0.992292,13.263
"Jan 31, 04:00 am",0,1.305,354,0.992786,13.263
"Jan 31, 05:00 am",0,1.463,38,0.990812,13.263
"Jan 31, 06:00 am",0,2.333,46,0.990021,13.113
"Jan 31, 07:00 am",16.3226,3.203,61,0.98933,12.963
"Jan 31, 08:00 am",44.0677,3.539,59,0.99318,13.063
"Jan 31, 09:00 am",0,1.493,87,0.992193,13.363
"Jan 31, 10:00 am",0,0.534,179,0.992686,14.563
"Jan 31, 11:00 am",0,1.75,135,0.994462,15.363
"Jan 31, 12:00 pm",0.175584,3.015,114,0.990907,16.063
"Jan 31, 01:00 pm",586.31,6.92,103,0.990316,15.263
"Jan 31, 02:00 pm",576.054,6.871,108,0.989428,14.363
"Jan 31, 03:00 pm",388.362,6.07,109,0.988935,14.463
"Jan 31, 04:00 pm",551.88,6.772,111,0.987849,14.463
"Jan 31, 05:00 pm",25.7473,3.322,113,0.996535,15.863
"Jan 31, 06:00 pm",0,2.214,41,0.995843,17.063
"Jan 31, 07:00 pm",0,1.107,111,0.99515,18.263
"Jan 31, 08:00 pm",0,1.137,53,0.997816,18.163
"Jan 31, 09:00 pm",0,2.422,53,1.00137,18.163
"Jan 31, 10:00 pm",113.138,4.271,81,1.00058,17.963
"Jan 31, 11:00 pm",65.486,3.816,108,0.997915,17.863
"Feb 1, 12:00 am",85.99,4.053,98,0.996237,17.863
"Feb 1, 01:00 am",145.372,4.538,114,0.999297,17.863
"Feb 1, 02:00 am",152.019,4.597,144,0.996533,17.863
"Feb 1, 03:00 am",280.383,5.467,158,0.996829,17.663
"Feb 1, 04:00 am",188.237,4.894,165,0.996632,17.563
"Feb 1, 05:00 am",177.438,4.805,166,0.996237,17.463
"Feb 1, 06:00 am",30.954,3.391,186,0.995054,16.763
"Feb 1, 07:00 am",0,1.987,163,0.993869,16.063
"Feb 1, 08:00 am",0,1.295,103,0.996337,16.463
"Feb 1, 09:00 am",0,1.849,113,0.997521,16.963
"Feb 1, 10:00 am",0,2.135,108,0.997619,17.663
"Feb 1, 11:00 am",75.6764,3.945,124,0.996336,18.263
"Feb 1, 12:00 pm",227.176,5.17,123,0.993473,18.763
"Feb 1, 01:00 pm",330.829,5.774,111,0.993966,18.963
"Feb 1, 02:00 pm",667.629,7.227,116,0.994163,18.863
"Feb 1, 03:00 pm",554.042,6.802,128,0.993965,19.063
"Feb 1, 04:00 pm",510.497,6.624,131,0.991498,19.363
"Feb 1, 05:00 pm",431.87,6.288,133,0.990905,19.463
"Feb 1, 06:00 pm",605.664,7.029,122,0.992879,19.263
"Feb 1, 07:00 pm",835.265,7.761,133,0.994854,19.063
"Feb 1, 08:00 pm",698.93,7.326,137,0.994558,19.163
"Feb 1, 09:00 pm",395.337,6.12,139,0.995446,19.263
"Feb 1, 10:00 pm",512.081,6.624,141,0.994557,19.363
"Feb 1, 11:00 pm",405.316,6.169,144,0.99357,19.563
"Feb 2, 12:00 am",384.601,6.08,140,0.995051,19.763
"Feb 2, 01:00 am",202.991,5.032,145,0.994458,19.963
"Feb 2, 02:00 am",285.721,5.516,148,0.995051,20.163
"Feb 2, 03:00 am",475.389,6.475,155,0.993668,20.263
"Feb 2, 04:00 am",75.3893,3.954,158,0.993174,20.263
"Feb 2, 05:00 am",0,2.916,170,0.993865,20.463
"Feb 2, 06:00 am",0,2.402,186,0.993668,20.313
"Feb 2, 07:00 am",0,1.898,194,0.99357,20.163
"Feb 2, 08:00 am",0,1.878,175,0.994656,20.163
"Feb 2, 09:00 am",0,1.058,311,0.994359,20.463
"Feb 2, 10:00 am",0,2.926,341,0.996728,20.763
"Feb 2, 11:00 am",63.9867,3.816,343,0.994359,21.063
"Feb 2, 12:00 pm",74.0168,3.945,12,0.991397,21.363
"Feb 2, 01:00 pm",64.3839,3.826,44,0.993173,21.763
"Feb 2, 02:00 pm",400.169,6.159,73,0.99278,21.063
"Feb 2, 03:00 pm",862.142,7.859,78,0.992583,19.763
"Feb 2, 04:00 pm",901.629,7.978,66,0.99357,19.263
"Feb 2, 05:00 pm",811.739,7.691,62,0.992583,19.163
"Feb 2, 06:00 pm",787.131,7.602,75,0.993571,18.063
"Feb 2, 07:00 pm",760.224,7.504,66,0.994658,16.963
"Feb 2, 08:00 pm",684.298,7.266,55,0.994855,17.463
"Feb 2, 09:00 pm",982.434,8.176,40,0.99683,17.363
"Feb 2, 10:00 pm",697.415,7.306,37,0.993868,16.963
"Feb 2, 11:00 pm",599.081,6.98,37,0.992684,16.563
"Feb 3, 12:00 am",314.259,5.665,49,0.99219,16.563
"Feb 3, 01:00 am",582.147,6.91,58,0.992092,16.763
"Feb 3, 02:00 am",141.319,4.508,42,0.993967,16.963
"Feb 3, 03:00 am",71.6609,3.895,53,0.992388,16.963
"Feb 3, 04:00 am",71.326,3.895,71,0.99061,17.363
"Feb 3, 05:00 am",28.5864,3.371,83,0.990117,17.663
"Feb 3, 06:00 am",72.6826,3.915,123,0.991499,18.363
"Feb 3, 07:00 am",133.897,4.459,148,0.992978,19.063
"Feb 3, 08:00 am",124.742,4.389,187,0.991497,19.763
"Feb 3, 09:00 am",191.697,4.953,210,0.988634,20.663
"Feb 3, 10:00 am",229.975,5.21,188,0.991396,22.163
"Feb 3, 11:00 am",199.814,5.032,179,0.99179,23.663
"Feb 3, 12:00 pm",429.956,6.317,144,0.989124,24.163
"Feb 3, 01:00 pm",1130.7,8.64,122,0.987546,22.763
"Feb 3, 02:00 pm",1788.23,10.044,122,0.987843,21.163
"Feb 3, 03:00 pm",2532.5,11.853,130,0.989226,20.563
"Feb 3, 04:00 pm",2447.92,11.626,136,0.985968,20.563
"Feb 3, 05:00 pm",1677.62,9.827,138,0.985672,20.763
"Feb 3, 06:00 pm",1941.42,10.38,134,0.988139,21.213
"Feb 3, 07:00 pm",2188.49,10.934,149,0.990607,21.663
"Feb 3, 08:00 pm",1127.99,8.621,166,0.988633,21.863
"Feb 3, 09:00 pm",793.029,7.662,180,0.991396,22.163
"Feb 3, 10:00 pm",1177.06,8.739,189,0.992779,22.063
"Feb 3, 11:00 pm",794.41,7.662,193,0.991693,21.863
"Feb 4, 12:00 am",374.4,6.05,201,0.992384,21.663
"Feb 4, 01:00 am",177.864,4.834,188,0.993964,21.463
"Feb 4, 02:00 am",324.533,5.754,193,0.993964,21.363
"Feb 4, 03:00 am",482.782,6.515,190,0.993076,21.163
"Feb 4, 04:00 am",226.315,5.18,196,0.992187,20.963
"Feb 4, 05:00 am",73.5676,3.935,181,0.993076,20.863
"Feb 4, 06:00 am",0,2.106,175,0.994952,19.613
